cust_id,item_purchased,category,purchase_amount,size,color,season,review_rating,shipping_type,discount_applied,promo
1255,21,3,37,4,2,2,9,1,1,1
1256,9,1,49,2,16,1,17,5,1,1
1257,5,4,29,1,14,4,12,2,1,1
1258,6,2,48,3,7,2,6,3,1,1
1259,4,3,68,4,7,2,17,1,1,1
1260,20,2,45,2,22,1,15,5,1,1
1261,17,2,74,4,9,2,17,6,1,1
1262,17,2,10,3,13,3,4,4,1,1
1263,4,3,43,3,4,4,24,6,1,1
1264,10,2,51,3,4,4,22,1,1,1
1265,24,2,73,1,3,4,1,4,1,1
1266,17,2,60,2,11,2,3,4,1,1
1267,3,2,12,2,16,1,16,5,1,1
1268,25,2,64,1,8,2,3,5,1,1
1269,11,4,69,4,5,4,5,4,1,1
1270,13,1,34,2,11,2,6,5,1,1
1271,10,2,79,2,9,1,9,5,1,1
1272,13,1,38,1,8,2,19,6,1,1
1273,15,3,61,2,15,4,20,2,1,1
1274,12,2,10,3,20,2,17,4,1,1
1275,9,1,54,2,14,2,7,1,1,1
1276,24,2,13,1,22,1,21,5,1,1
1277,4,3,49,3,22,2,24,4,1,1
1278,3,2,78,3,9,2,26,2,1,1
1279,19,2,79,2,23,1,4,4,1,1
1280,10,2,37,3,5,1,13,2,1,1
1281,14,2,59,3,24,4,20,1,1,1
1282,2,1,62,2,14,2,21,6,1,1
1283,17,2,49,3,23,4,6,3,1,1
1284,17,2,75,2,23,4,15,1,1,1
1285,6,2,74,2,2,2,15,2,1,1
1286,7,1,80,2,5,1,11,4,1,1
1287,7,1,30,3,25,4,25,4,1,1
1288,12,2,9,4,3,4,10,5,1,1
1289,2,1,74,4,5,4,17,5,1,1
1290,11,4,5,2,19,1,5,4,1,1
1291,20,2,16,2,10,2,10,3,1,1
1292,15,3,49,1,1,2,8,1,1,1
1293,2,1,42,2,13,3,15,3,1,1
1294,24,2,55,4,25,1,17,5,1,1
1295,17,2,45,2,20,3,21,5,1,1
1296,21,3,41,2,14,1,4,5,1,1
1297,12,2,10,1,21,2,4,2,1,1
1298,15,3,66,2,20,3,22,5,1,1
1299,14,2,62,1,10,3,6,3,1,1
1300,2,1,4,3,21,1,12,1,1,1
1301,25,2,81,2,5,2,21,4,1,1
1302,17,2,35,2,15,1,26,2,1,1
1303,21,3,6,2,7,1,5,4,1,1
1304,3,2,13,3,20,3,7,4,1,1
1305,1,1,44,1,15,2,16,1,1,1
1306,14,2,37,4,16,2,21,2,1,1
1307,24,2,14,3,4,4,21,4,1,1
1308,5,4,13,3,2,3,7,2,1,1
1309,6,2,19,3,19,3,20,4,1,1
1310,3,2,2,3,11,3,23,6,1,1
1311,10,2,40,3,4,4,7,6,1,1
1312,18,3,68,2,13,1,18,2,1,1
1313,25,2,60,2,23,4,6,6,1,1
1314,18,3,9,2,11,3,2,3,1,1
1315,4,3,48,1,12,3,10,3,1,1
1316,19,2,56,3,9,2,18,1,1,1
1317,2,1,13,1,11,2,22,5,1,1
1318,14,2,24,2,9,2,4,3,1,1
1319,19,2,74,2,13,2,3,2,1,1
1320,23,1,5,2,12,2,16,5,1,1
1321,9,1,12,4,21,1,7,3,1,1
1322,25,2,65,3,15,4,13,2,1,1
1323,14,2,55,2,23,4,16,4,1,1
1324,19,2,43,2,25,2,22,5,1,1
1325,13,1,58,1,15,3,14,3,1,1
1326,1,1,54,3,7,3,11,2,1,1
1327,18,3,31,2,10,2,22,3,1,1
1328,5,4,21,2,22,4,4,5,1,1
1329,24,2,78,2,15,4,13,5,1,1
1330,7,1,44,2,10,1,9,2,1,1
1331,8,1,46,2,5,1,5,5,1,1
1332,22,2,72,2,11,2,8,5,1,1
1333,10,2,41,1,7,2,19,6,1,1
1334,14,2,50,2,11,4,3,4,1,1
1335,5,4,33,1,24,2,18,6,1,1
1336,4,3,30,2,11,1,24,1,1,1
1337,21,3,66,2,5,2,24,6,1,1
1338,24,2,67,3,20,2,10,2,1,1
1339,8,1,32,1,25,4,2,5,1,1
1340,2,1,37,3,14,4,26,4,1,1
1341,2,1,53,2,16,1,20,4,1,1
1342,10,2,8,4,25,1,5,5,1,1
1343,23,1,24,4,25,3,10,1,1,1
1344,21,3,37,2,10,2,10,5,1,1
1345,25,2,18,1,23,1,25,4,1,1
1346,6,2,2,2,24,1,12,5,1,1
1347,10,2,72,3,24,4,6,3,1,1
1348,24,2,76,2,6,3,15,1,1,1
1349,2,1,35,4,18,2,8,5,1,1
1350,22,2,17,4,2,2,8,4,1,1
1351,23,1,52,2,15,1,19,4,1,1
1352,5,4,12,3,13,3,4,1,1,1
1353,9,1,70,4,15,2,21,4,1,1
1354,14,2,64,2,21,4,17,4,1,1
1355,1,1,23,2,8,2,12,1,1,1
1356,19,2,72,2,3,3,6,1,1,1
1357,11,4,42,2,6,2,16,3,1,1
1358,1,1,47,1,19,3,11,4,1,1
1359,16,1,3,4,17,2,1,6,1,1
1360,10,2,49,1,6,4,19,6,1,1
1361,20,2,24,3,2,1,4,2,1,1
1362,6,2,13,2,1,1,13,4,1,1
1363,5,4,27,2,8,1,19,2,1,1
1364,3,2,71,3,19,3,16,2,1,1
1365,9,1,56,3,25,1,23,2,1,1
1366,8,1,50,2,12,4,21,6,1,1
1367,2,1,21,2,12,1,7,3,1,1
1368,2,1,44,1,2,1,14,2,1,1
1369,17,2,17,3,15,3,25,2,1,1
1370,18,3,56,2,9,4,8,5,1,1
1371,16,1,48,3,16,3,5,1,1,1
1372,14,2,45,2,5,2,4,6,1,1
1373,3,2,42,2,8,1,16,1,1,1
1374,7,1,21,3,22,4,2,6,1,1
1375,8,1,78,2,19,1,3,3,1,1
1376,21,3,12,3,4,2,17,1,1,1
1377,15,3,46,3,17,2,26,3,1,1
1378,23,1,35,3,14,2,6,4,1,1
1379,11,4,30,4,11,1,12,3,1,1
1380,25,2,45,3,18,1,4,1,1,1
1381,21,3,16,1,1,4,22,5,1,1
1382,18,3,67,3,9,4,5,5,1,1
1383,11,4,36,3,4,4,24,2,1,1
1384,16,1,39,2,1,2,9,2,1,1
1385,21,3,77,2,1,1,22,5,1,1
1386,13,1,45,2,10,1,2,6,1,1
1387,11,4,37,2,20,1,16,4,1,1
1388,3,2,66,2,7,4,14,5,1,1
1389,6,2,4,2,11,2,15,2,1,1
1390,16,1,53,3,15,1,2,6,1,1
1391,9,1,19,2,13,3,19,5,1,1
1392,3,2,10,1,24,4,12,2,1,1
1393,7,1,27,2,25,2,18,2,1,1
1394,7,1,39,3,25,2,15,2,1,1
1395,5,4,24,3,12,1,23,4,1,1
1396,16,1,13,3,22,2,4,4,1,1
1397,14,2,11,4,11,4,6,4,1,1
1398,23,1,48,1,12,3,23,6,1,1
1399,6,2,26,2,6,3,1,3,1,1
1400,9,1,62,2,14,4,7,6,1,1
1401,1,1,4,2,19,1,12,4,1,1
1402,15,3,40,2,3,1,11,1,1,1
1403,23,1,2,3,24,3,7,2,1,1
1404,1,1,1,2,16,2,12,6,1,1
1405,13,1,9,2,5,4,11,4,1,1
1406,22,2,81,2,16,4,3,6,1,1
1407,17,2,27,3,22,2,12,2,1,1
1408,8,1,42,4,5,2,21,2,1,1
1409,3,2,39,2,25,4,17,3,1,1
1410,1,1,31,2,3,2,18,5,1,1
1411,9,1,74,2,18,3,16,6,1,1
1412,20,2,5,3,9,3,4,6,1,1
1413,19,2,81,2,5,3,2,1,1,1
1414,3,2,60,1,10,1,3,6,1,1
1415,22,2,32,2,2,3,21,6,1,1
1416,2,1,71,2,3,4,13,3,1,1
1417,4,3,37,3,20,3,10,3,1,1
1418,19,2,6,1,4,2,22,5,1,1
1419,17,2,56,2,23,3,17,1,1,1
1420,8,1,56,2,15,3,2,3,1,1
1421,12,2,34,4,8,3,22,6,1,1
1422,6,2,81,1,7,2,6,5,1,1
1423,6,2,8,3,5,1,10,3,1,1
1424,15,3,41,1,2,1,11,3,1,1
1425,11,4,4,1,10,1,11,5,1,1
1426,5,4,21,1,24,4,13,4,1,1
1427,14,2,19,2,25,3,24,3,1,1
1428,1,1,71,1,15,3,25,6,1,1
1429,3,2,78,1,9,3,25,2,1,1
1430,20,2,19,3,7,1,23,5,1,1
1431,15,3,11,1,15,3,25,3,1,1
1432,14,2,69,2,6,1,5,2,1,1
1433,9,1,14,3,2,4,20,2,1,1
1434,10,2,41,3,25,4,8,4,1,1
1435,24,2,45,3,13,3,22,3,1,1
1436,16,1,76,4,2,1,16,5,1,1
1437,21,3,64,2,8,4,13,3,1,1
1438,4,3,78,4,15,4,18,3,1,1
1439,5,4,19,2,6,2,5,5,1,1
1440,4,3,29,2,12,3,24,4,1,1
1441,15,3,57,2,17,2,20,5,1,1
1442,14,2,6,1,22,3,10,3,1,1
1443,10,2,73,1,23,2,4,1,1,1
1444,15,3,28,3,21,1,18,4,1,1
1445,24,2,17,3,17,1,14,2,1,1
1446,2,1,32,2,7,1,7,1,1,1
1447,12,2,16,4,19,3,8,2,1,1
1448,10,2,38,1,1,3,6,4,1,1
1449,4,3,76,2,2,3,12,3,1,1
1450,22,2,22,3,11,4,1,6,1,1
1451,6,2,25,1,21,4,10,3,1,1
1452,11,4,15,2,13,1,1,4,1,1
1453,11,4,6,3,3,2,23,1,1,1
1454,4,3,74,1,21,4,8,1,1,1
1455,21,3,31,3,13,4,5,3,1,1
1456,14,2,60,3,20,1,25,2,1,1
1457,5,4,81,1,14,2,3,6,1,1
1458,17,2,38,1,8,2,23,2,1,1
1459,24,2,9,2,16,2,5,1,1,1
1460,18,3,16,3,25,4,24,2,1,1
1461,4,3,66,3,23,1,22,5,1,1
1462,23,1,76,1,19,3,26,1,1,1
1463,21,3,71,1,5,3,24,1,1,1
1464,13,1,30,2,1,3,25,6,1,1
1465,2,1,73,2,16,4,22,1,1,1
1466,7,1,53,4,23,4,15,6,1,1
1467,19,2,52,2,9,3,21,6,1,1
1468,13,1,8,4,14,4,23,6,1,1
1469,7,1,20,1,20,1,15,2,1,1
1470,13,1,79,2,18,4,20,5,1,1
1471,15,3,8,2,20,2,15,4,1,1
1472,13,1,52,1,8,2,4,1,1,1
1473,9,1,5,3,22,2,11,6,1,1
1474,19,2,44,2,23,1,19,2,1,1
1475,24,2,53,1,17,1,15,4,1,1
1476,3,2,42,2,21,2,16,2,1,1
1477,9,1,37,2,12,1,17,4,1,1
1478,2,1,13,4,20,3,19,5,1,1
1479,7,1,4,2,3,3,18,3,1,1
1480,5,4,81,3,2,2,16,5,1,1
1481,13,1,55,2,7,1,12,2,1,1
1482,20,2,14,1,8,2,9,5,1,1
1483,7,1,48,1,12,2,17,1,1,1
1484,13,1,42,1,25,3,23,4,1,1
1485,19,2,27,2,21,3,20,6,1,1
1486,7,1,37,3,19,2,10,5,1,1
1487,21,3,54,1,25,2,26,3,1,1
1488,20,2,25,3,2,3,22,6,1,1
1489,9,1,25,3,17,4,16,5,1,1
1490,13,1,7,4,12,3,17,4,1,1
1491,21,3,33,3,14,2,25,2,1,1
1492,17,2,35,1,2,3,3,3,1,1
1493,11,4,19,2,13,3,21,3,1,1
1494,2,1,25,1,7,1,3,5,1,1
1495,25,2,57,2,8,2,6,4,1,1
1496,13,1,4,2,4,4,21,4,1,1
1497,25,2,79,2,18,4,26,5,1,1
1498,11,4,14,1,12,2,14,1,1,1
1499,24,2,13,2,21,3,7,5,1,1
1500,4,3,66,1,14,1,10,3,1,1
1501,12,2,50,3,13,3,24,4,1,1
1502,12,2,36,4,20,2,3,5,1,1
1503,14,2,47,2,2,3,8,6,1,1
1504,11,4,11,2,13,1,15,1,1,1
1505,11,4,61,2,21,4,18,4,1,1
1506,2,1,1,2,21,3,6,2,1,1
1507,17,2,11,3,1,1,6,1,1,1
1508,6,2,67,1,13,4,13,1,1,1
1509,3,2,65,3,1,2,20,6,1,1
1510,6,2,35,4,24,3,22,3,1,1
1511,3,2,11,4,8,1,6,3,1,1
1512,6,2,72,2,23,4,12,2,1,1
1513,21,3,4,3,20,4,15,5,1,1
1514,22,2,16,2,19,2,17,3,1,1
1515,18,3,71,3,4,4,15,1,1,1
1516,12,2,74,1,22,1,15,1,1,1
1517,12,2,49,3,10,4,21,2,1,1
1518,7,1,22,2,23,2,10,5,1,1
1519,2,1,54,2,25,4,17,4,1,1
1520,23,1,54,3,6,1,25,4,1,1
1521,9,1,47,2,4,3,20,1,1,1
1522,1,1,40,2,24,3,3,1,1,1
1523,19,2,53,3,25,2,24,3,1,1
1524,22,2,69,2,24,3,9,1,1,1
1525,22,2,57,3,17,3,20,3,1,1
1526,2,1,12,2,10,4,22,1,1,1
1527,11,4,3,3,24,3,7,4,1,1
1528,9,1,56,3,19,1,21,1,1,1
1529,25,2,56,1,19,2,16,6,1,1
1530,1,1,44,2,11,4,7,3,1,1
1531,5,4,2,2,21,2,15,4,1,1
1532,1,1,64,1,23,2,21,4,1,1
1533,11,4,27,1,20,4,20,4,1,1
1534,18,3,40,2,7,3,12,1,1,1
1535,3,2,47,2,9,3,10,3,1,1
1536,15,3,55,1,22,1,16,1,1,1
1537,23,1,63,2,10,3,2,6,1,1
1538,18,3,70,3,2,2,8,4,1,1
1539,6,2,46,3,5,1,8,5,1,1
1540,2,1,36,2,22,2,26,1,1,1
1541,19,2,76,2,19,4,5,4,1,1
1542,8,1,58,1,10,4,5,6,1,1
1543,3,2,25,2,13,4,11,4,1,1
1544,12,2,70,2,10,1,16,5,1,1
1545,13,1,5,2,13,2,15,5,1,1
1546,2,1,24,2,2,4,25,6,1,1
1547,21,3,32,4,18,3,14,2,1,1
1548,9,1,27,3,21,3,11,5,1,1
1549,6,2,13,2,20,3,13,6,1,1
1550,21,3,36,2,2,2,5,1,1,1
1551,23,1,7,1,2,3,4,3,1,1
1552,8,1,10,2,14,3,13,1,1,1
1553,3,2,30,3,18,2,6,2,1,1
1554,3,2,26,2,10,2,24,3,1,1
1555,19,2,29,1,11,4,3,5,1,1
1556,19,2,28,1,6,4,21,3,1,1
1557,10,2,38,2,7,1,3,5,1,1
1558,1,1,15,3,12,1,11,4,1,1
1559,23,1,56,4,21,1,11,2,1,1
1560,16,1,75,3,1,1,21,6,1,1
1561,9,1,65,2,21,4,14,3,1,1
1562,16,1,19,2,10,3,14,5,1,1
1563,16,1,56,2,18,4,8,4,1,1
1564,14,2,25,2,21,1,19,4,1,1
1565,1,1,14,4,22,3,21,4,1,1
1566,23,1,74,3,16,1,18,3,1,1
1567,21,3,80,1,9,4,6,3,1,1
1568,1,1,14,2,22,2,17,5,1,1
1569,21,3,57,3,25,2,22,6,1,1
1570,20,2,44,2,15,3,5,5,1,1
1571,14,2,22,3,4,4,24,4,1,1
1572,13,1,69,3,20,4,21,4,1,1
1573,20,2,73,3,24,3,10,1,1,1
1574,25,2,12,3,10,3,19,1,1,1
1575,20,2,6,1,12,2,18,3,1,1
1576,17,2,9,2,22,2,12,4,1,1
1577,6,2,56,2,24,2,13,1,1,1
1578,4,3,15,1,14,2,16,5,1,1
1579,14,2,78,1,13,4,25,1,1,1
1580,11,4,61,2,23,3,7,3,1,1
1581,21,3,52,3,6,3,13,5,1,1
1582,13,1,58,3,21,1,18,3,1,1
1583,2,1,22,3,19,2,1,4,1,1
1584,16,1,73,4,25,3,19,4,1,1
1585,3,2,76,1,20,2,7,6,1,1
1586,24,2,6,2,5,1,6,4,1,1
1587,4,3,58,2,18,1,16,2,1,1
1588,22,2,80,2,1,3,11,3,1,1
1589,2,1,5,3,6,4,8,4,1,1
1590,21,3,53,2,20,3,3,6,1,1
1591,12,2,61,1,17,4,6,3,1,1
1592,20,2,81,3,7,4,5,4,1,1
1593,18,3,64,2,6,3,9,3,1,1
1594,6,2,76,2,2,2,25,1,1,1
1595,8,1,22,4,5,3,13,6,1,1
1596,1,1,16,1,12,2,11,5,1,1
1597,13,1,11,1,17,1,23,6,1,1
1598,9,1,2,4,13,4,2,6,1,1
1599,13,1,66,2,21,1,17,2,1,1
1600,17,2,35,2,15,4,4,1,1,1
1601,4,3,7,1,25,2,23,4,1,1
1602,17,2,40,4,19,2,5,6,1,1
1603,23,1,29,1,5,4,4,3,1,1
1604,19,2,79,3,2,3,19,4,1,1
1605,24,2,73,2,24,3,24,1,1,1
1606,2,1,27,2,11,4,10,4,1,1
1607,25,2,2,1,24,2,19,5,1,1
1608,19,2,53,1,8,1,3,3,1,1
1609,15,3,39,4,6,1,22,4,1,1
1610,17,2,74,1,4,1,17,5,1,1
1611,22,2,12,3,18,2,10,1,1,1
1612,14,2,7,3,25,4,21,4,1,1
1613,20,2,49,2,10,3,20,5,1,1
1614,13,1,12,1,2,3,16,4,1,1
1615,25,2,22,1,8,3,10,3,1,1
1616,13,1,43,2,10,1,8,5,1,1
1617,9,1,22,2,9,2,10,5,1,1
1618,3,2,45,2,16,4,19,5,1,1
1619,15,3,53,3,18,3,26,5,1,1
1620,8,1,59,3,1,4,11,6,1,1
1621,9,1,28,2,5,4,7,1,1,1
1622,16,1,27,3,8,3,15,1,1,1
1623,19,2,24,1,4,4,16,6,1,1
1624,1,1,39,2,6,3,11,4,1,1
1625,24,2,13,2,24,4,12,3,1,1
1626,20,2,26,3,1,4,6,4,1,1
1627,21,3,16,3,15,3,2,4,1,1
1628,23,1,2,2,14,4,5,4,1,1
1629,6,2,45,1,21,4,7,4,1,1
1630,3,2,69,1,20,2,9,4,1,1
1631,18,3,29,2,7,3,5,6,1,1
1632,24,2,17,3,23,3,15,1,1,1
1633,7,1,9,1,24,3,23,1,1,1
1634,22,2,61,2,16,2,20,1,1,1
1635,5,4,4,1,15,3,12,6,1,1
1636,23,1,5,3,23,3,8,5,1,1
1637,4,3,3,3,9,1,16,3,1,1
1638,6,2,2,2,16,2,11,4,1,1
1639,11,4,32,2,2,2,22,3,1,1
1640,7,1,46,3,3,3,9,3,1,1
1641,16,1,32,1,12,2,16,1,1,1
1642,10,2,13,3,23,3,10,3,1,1
1643,5,4,51,2,1,2,18,6,1,1
1644,16,1,58,3,17,3,15,1,1,1
1645,5,4,71,1,1,3,15,4,1,1
1646,16,1,17,3,9,3,4,5,1,1
1647,8,1,58,1,20,3,13,5,1,1
1648,4,3,59,2,18,3,25,6,1,1
1649,14,2,50,2,8,3,2,2,1,1
1650,25,2,44,2,24,3,25,3,1,1
1651,16,1,17,2,20,4,10,4,1,1
1652,5,4,61,2,3,4,15,5,1,1
1653,24,2,16,2,15,3,16,4,1,1
1654,2,1,74,3,20,4,6,1,1,1
1655,2,1,6,3,8,2,2,6,1,1
1656,24,2,62,3,7,2,8,4,1,1
1657,3,2,23,3,4,2,2,1,1,1
1658,20,2,17,3,22,2,8,6,1,1
1659,13,1,47,1,17,2,17,6,1,1
1660,7,1,18,2,2,1,15,4,1,1
1661,25,2,26,3,25,4,17,5,1,1
1662,7,1,67,1,1,3,3,1,1,1
1663,23,1,5,2,14,4,22,3,1,1
1664,17,2,3,4,7,3,11,5,1,1
1665,8,1,34,2,18,2,26,4,1,1
1666,11,4,22,3,17,1,10,4,1,1
1667,20,2,45,2,3,3,7,6,1,1
1668,8,1,21,3,4,4,10,1,1,1
1669,3,2,14,3,5,3,16,5,1,1
1670,25,2,40,3,13,4,3,6,1,1
1671,14,2,54,3,6,1,12,3,1,1
1672,10,2,3,2,14,4,16,3,1,1
1673,4,3,54,3,7,1,14,3,1,1
1674,3,2,43,2,23,1,10,4,1,1
1675,5,4,37,2,16,4,8,3,1,1
1676,14,2,71,2,1,2,23,4,1,1
1677,23,1,25,2,6,4,7,4,1,1
1678,12,2,16,3,20,3,9,4,2,2
1679,14,2,52,1,12,3,24,1,2,2
1680,6,2,33,1,2,1,21,4,2,2
1681,18,3,18,2,14,3,10,6,2,2
1682,21,3,76,3,9,4,13,1,2,2
1683,22,2,78,2,25,1,25,1,2,2
1684,5,4,38,1,11,2,11,4,2,2
1685,17,2,74,2,10,2,22,5,2,2
1686,3,2,29,2,17,4,22,5,2,2
1687,7,1,56,3,19,1,18,6,2,2
1688,20,2,51,1,12,4,13,3,2,2
1689,8,1,7,1,16,4,6,4,2,2
1690,17,2,54,3,22,4,22,6,2,2
1691,5,4,11,2,2,3,8,3,2,2
1692,18,3,42,3,3,3,11,4,2,2
1693,8,1,56,2,1,4,2,5,2,2
1694,11,4,69,4,14,1,25,5,2,2
1695,17,2,48,2,22,3,3,2,2,2
1696,9,1,76,1,25,1,23,1,2,2
1697,23,1,50,1,22,2,16,3,2,2
1698,17,2,68,3,11,1,11,4,2,2
1699,2,1,22,4,22,4,24,5,2,2
1700,24,2,48,3,21,2,16,3,2,2
1701,10,2,51,3,2,1,17,2,2,2
1702,8,1,22,4,3,4,14,4,2,2
1703,12,2,64,4,25,3,26,2,2,2
1704,1,1,3,2,2,2,16,4,2,2
1705,21,3,1,2,11,3,15,6,2,2
1706,13,1,10,3,6,3,10,1,2,2
1707,23,1,68,2,4,2,6,5,2,2
1708,19,2,62,3,13,1,25,1,2,2
1709,4,3,39,3,6,2,8,2,2,2
1710,20,2,64,2,17,4,14,5,2,2
1711,14,2,40,4,15,1,14,6,2,2
1712,25,2,74,2,11,2,23,2,2,2
1713,25,2,68,1,1,1,14,1,2,2
1714,11,4,3,2,17,4,22,3,2,2
1715,12,2,52,1,5,3,20,5,2,2
1716,6,2,50,4,8,2,10,1,2,2
1717,3,2,28,2,6,4,23,5,2,2
1718,10,2,31,3,15,3,5,2,2,2
1719,25,2,77,3,17,4,10,1,2,2
1720,24,2,20,2,24,4,8,3,2,2
1721,19,2,65,1,1,4,4,2,2,2
1722,13,1,9,1,12,2,19,3,2,2
1723,25,2,32,3,23,3,9,5,2,2
1724,16,1,1,4,7,2,9,5,2,2
1725,18,3,53,1,21,4,9,3,2,2
1726,23,1,14,2,10,2,6,4,2,2
1727,5,4,9,1,14,3,4,2,2,2
1728,3,2,34,1,23,2,16,2,2,2
1729,12,2,29,3,2,1,19,2,2,2
1730,19,2,2,2,4,4,14,6,2,2
1731,17,2,3,1,20,1,18,3,2,2
1732,1,1,68,2,8,1,7,4,2,2
1733,2,1,31,1,5,4,2,3,2,2
1734,3,2,66,3,2,3,10,2,2,2
1735,12,2,79,3,4,2,7,4,2,2
1736,6,2,15,2,18,4,12,2,2,2
1737,19,2,42,2,18,3,2,1,2,2
1738,13,1,79,3,8,3,18,6,2,2
1739,8,1,42,2,9,2,5,1,2,2
1740,13,1,79,3,20,4,18,2,2,2
1741,14,2,2,3,5,1,9,4,2,2
1742,14,2,32,4,21,4,12,4,2,2
1743,15,3,61,4,24,2,19,2,2,2
1744,20,2,53,4,4,4,9,5,2,2
1745,23,1,44,3,21,4,6,5,2,2
1746,20,2,8,3,19,4,12,6,2,2
1747,8,1,25,3,4,3,7,6,2,2
1748,5,4,4,2,25,4,5,2,2,2
1749,20,2,74,3,21,4,15,1,2,2
1750,10,2,51,3,17,1,8,1,2,2
1751,23,1,66,2,24,1,7,2,2,2
1752,24,2,21,2,20,4,8,1,2,2
1753,4,3,10,3,3,4,9,6,2,2
1754,20,2,8,3,2,1,24,4,2,2
1755,6,2,74,1,1,1,14,1,2,2
1756,2,1,1,4,5,2,22,4,2,2
1757,13,1,36,1,6,1,4,3,2,2
1758,6,2,75,3,25,1,12,5,2,2
1759,9,1,37,2,20,4,19,3,2,2
1760,24,2,39,3,9,2,16,4,2,2
1761,20,2,25,4,16,2,11,5,2,2
1762,10,2,76,1,9,1,25,1,2,2
1763,15,3,23,2,4,3,7,2,2,2
1764,13,1,74,2,11,4,15,6,2,2
1765,6,2,37,2,5,3,6,6,2,2
1766,10,2,69,2,15,2,17,1,2,2
1767,24,2,35,1,6,4,19,1,2,2
1768,13,1,70,3,11,1,14,1,2,2
1769,15,3,26,2,10,3,15,1,2,2
1770,22,2,56,3,4,4,19,3,2,2
1771,1,1,3,2,17,1,19,2,2,2
1772,17,2,63,4,22,1,23,6,2,2
1773,18,3,15,2,7,3,7,1,2,2
1774,5,4,73,2,3,3,3,3,2,2
1775,24,2,59,2,11,2,13,2,2,2
1776,11,4,28,2,23,2,9,1,2,2
1777,11,4,45,3,6,3,10,3,2,2
1778,21,3,25,3,18,4,23,3,2,2
1779,2,1,75,2,19,4,25,6,2,2
1780,16,1,43,2,5,4,19,3,2,2
1781,13,1,62,1,8,3,18,4,2,2
1782,25,2,14,2,17,1,13,2,2,2
1783,14,2,69,2,11,1,3,4,2,2
1784,8,1,30,3,11,4,9,3,2,2
1785,1,1,12,3,25,3,24,5,2,2
1786,7,1,10,1,16,1,17,4,2,2
1787,11,4,15,2,4,2,22,1,2,2
1788,24,2,19,3,7,1,25,1,2,2
1789,3,2,22,3,17,3,7,6,2,2
1790,3,2,15,3,16,2,6,1,2,2
1791,7,1,7,1,23,3,13,6,2,2
1792,12,2,79,1,18,4,16,6,2,2
1793,21,3,40,2,16,1,6,2,2,2
1794,9,1,73,1,24,1,14,6,2,2
1795,1,1,21,3,10,2,13,2,2,2
1796,12,2,1,1,23,1,16,1,2,2
1797,20,2,16,1,4,2,7,6,2,2
1798,2,1,16,3,13,2,15,1,2,2
1799,6,2,63,3,12,4,13,2,2,2
1800,10,2,29,2,5,1,15,2,2,2
1801,5,4,39,4,10,4,3,2,2,2
1802,24,2,38,2,22,2,15,2,2,2
1803,19,2,77,3,22,4,2,6,2,2
1804,21,3,78,1,8,3,11,3,2,2
1805,24,2,23,3,16,4,20,4,2,2
1806,25,2,43,3,7,2,25,6,2,2
1807,8,1,48,2,9,1,15,5,2,2
1808,21,3,27,3,7,3,11,5,2,2
1809,11,4,52,2,11,2,19,4,2,2
1810,1,1,80,1,3,1,10,3,2,2
1811,12,2,9,2,12,1,3,5,2,2
1812,2,1,58,3,3,3,12,5,2,2
1813,4,3,44,1,3,3,25,2,2,2
1814,19,2,43,2,14,2,11,3,2,2
1815,12,2,73,2,24,3,14,3,2,2
1816,18,3,53,3,24,4,21,1,2,2
1817,9,1,60,2,18,3,16,2,2,2
1818,25,2,8,2,24,3,23,3,2,2
1819,23,1,20,2,24,1,14,2,2,2
1820,22,2,67,1,16,2,21,4,2,2
1821,17,2,75,4,7,1,26,2,2,2
1822,19,2,34,2,21,2,4,2,2,2
1823,17,2,66,1,6,3,20,5,2,2
1824,22,2,31,3,17,1,23,3,2,2
1825,14,2,28,4,12,4,14,2,2,2
1826,4,3,56,2,17,4,25,4,2,2
1827,25,2,41,2,22,4,18,2,2,2
1828,25,2,17,1,17,2,25,1,2,2
1829,5,4,61,3,8,2,15,2,2,2
1830,9,1,77,2,24,2,25,1,2,2
1831,23,1,61,2,3,4,24,2,2,2
1832,3,2,52,2,6,3,9,3,2,2
1833,13,1,10,2,3,1,22,3,2,2
1834,13,1,34,2,25,2,21,1,2,2
1835,20,2,16,2,5,3,17,1,2,2
1836,16,1,56,2,11,1,8,1,2,2
1837,14,2,33,2,21,1,18,1,2,2
1838,9,1,58,2,1,4,24,3,2,2
1839,7,1,5,3,3,1,17,4,2,2
1840,17,2,59,4,18,4,13,6,2,2
1841,15,3,79,2,7,4,2,6,2,2
1842,22,2,38,3,3,4,6,5,2,2
1843,8,1,59,2,2,3,20,2,2,2
1844,11,4,57,2,5,1,23,4,2,2
1845,19,2,7,2,18,2,3,1,2,2
1846,15,3,59,2,15,4,4,1,2,2
1847,16,1,34,2,25,3,5,5,2,2
1848,15,3,81,4,6,3,20,3,2,2
1849,12,2,54,4,25,4,3,2,2,2
1850,20,2,21,2,13,4,21,6,2,2
1851,7,1,57,1,2,4,4,6,2,2
1852,20,2,61,1,11,1,7,3,2,2
1853,24,2,61,4,23,4,14,6,2,2
1854,3,2,48,4,14,2,5,2,2,2
1855,24,2,42,2,21,2,14,2,2,2
1856,17,2,57,4,21,2,23,5,2,2
1857,13,1,36,4,1,3,8,3,2,2
1858,25,2,66,3,13,3,16,4,2,2
1859,16,1,50,1,16,2,25,1,2,2
1860,2,1,7,3,1,3,13,6,2,2
